Bdl;Tpl/Str;Typ - undertyp;UNE;Spår nr;Ägare;B-klass;Mall;Benämning;Km + m fr;Km + m ti;OFP-Bes.
908;HM;Spårväxel - EV-SJ50-11-1:9;;25;Syd;B2;Ja;421b;533+ 489;533+ 507;2012-08-31
354;ÖA;Spårväxel - EV-UIC60-300-1:9;u;2;Öst;B4;Ja;104;5+ 100;5+ 117;2014-11-04
354;ÖA;Spårväxel - EVR-UIC60-2500-1:27,5;n;1;Öst;B4;Ja;101;4+ 988;5+  37;2014-11-04
354;AÄ;Spårväxel - EVR-UIC60-2500-1:27,5;e;1;Öst;B4;Ja;132;15+ 255;15+ 300;2014-11-04
354;AÄ;Spårväxel - EV-UIC60-300-1:9;u;2;Öst;B4;Ja;131;15+ 125;15+ 142;2014-11-04
354;AÄ;Spårväxel - EV-UIC60-300-1:9;u;2;Öst;B4;Ja;103;14+ 503;14+ 520;2014-11-04
908;HM;Spårväxel - EV-SJ50-11-1:9;;29;Syd;B2;Ja;137;533+ 474;533+ 492;2012-08-31
403;TM;Spårväxel - EV-SJ50-11-1:9 kryss;e;1;Öst;B1;Ja;3a;0+  98;0+ 109;2011-11-11
410;GAU;Spårväxel - EV-UIC60-760-1:15;;131-132;Öst;B3;Ja;132;27+ 328;27+ 357;2013-12-07
410;FLB;Spårväxel - EV-UIC60-1200-1:18,5;n1;4;Öst;B4;Ja;122;16+ 702;16+ 735;2014-11-20
410;FLB;Spårväxel - EV-UIC60-1200-1:18,5;;109-106;Öst;B4;Ja;109;16+ 474;16+ 507;2014-11-20
410;FLB;Spårväxel - EV-UIC60-1200-1:18,5;u1;1;Öst;B4;Ja;111;16+ 439;16+ 472;2014-11-20
410;FLB;Spårväxel - EV-UIC60-760-1:15;u1;1;Öst;B4;Ja;104;15+ 924;15+ 949;2014-11-20
908;HM;Spårväxel - EKV-SJ50-7,641/9,375-1:9;;24;Syd;B2;Ja;421a/420;533+ 467;533+ 485;2012-08-31
410;FLB;Spårväxel - EV-SJ50-12-1:15;n1;4;Öst;B4;Ja;102;15+ 913;15+ 932;2014-11-20
410;FLB;Spårväxel - EV-UIC60-760-1:15;n1;4;Öst;B4;Ja;121;15+ 820;15+ 846;2014-11-20
908;HM;Spårväxel - EV-SJ50-5,9-1:9;;318;Syd;B1;Ja;134;533+ 462;533+ 480;2012-08-31
908;HM;Spårväxel - EV-SJ50-5,9-1:9;;25;Syd;B1;Ja;125;533+ 434;533+ 452;2012-08-31
908;HM;Spårväxel - EV-SJ50-11-1:9 kryss;;22;Syd;B2;Ja;414b;533+ 428;533+ 440;2012-08-31
410;HU;Spårväxel - EV-UIC60-300-1:9;n1;4;Öst;B4;Ja;116;13+ 520;13+ 537;2014-11-20
410;HU;Spårväxel - EV-SJ50-12-1:15;n1;4;Öst;B4;Ja;110;13+ 428;13+ 446;2014-11-20
410;HU;Spårväxel - EV-SJ50-12-1:15;u1;1;Öst;B4;Ja;113;13+ 287;13+ 313;2014-11-20
410;HU;Spårväxel - EV-SJ50-11-1:9;u1;1;Öst;B4;Ja;107;13+ 242;13+ 260;2014-11-20
410;HU;Spårväxel - EV-SJ50-12-1:15;u1;1;Öst;B4;Ja;106;13+ 153;13+ 171;2014-11-20
908;HM;Spårväxel - 3V-SJ50-5,9-1:9/1:9-HV/VH;;31;Syd;B2;Ja;131/133;533+ 427;533+ 444;2012-08-31
410;HU;Spårväxel - EV-SJ50-12-1:15;n1;4;Öst;B4;Ja;101;13+  67;13+  86;2014-11-20
412;JN;Spårväxel - EV-UIC60-1200-1:18,5;u;4;Öst;B5;Ja;144;49+ 858;49+ 891;2014-11-25
908;HM;Spårväxel - DKV-SJ50-7,641/9,375-1:9;;419-421a;Syd;B2;Ja;419/418;533+ 426;533+ 443;2012-08-31
908;HM;Spårväxel - 3V-SJ50-5,9-1:10/1:9-HH/VV;;30;Syd;B2;Ja;127/129;533+ 414;533+ 432;2012-08-31
412;JN;Spårväxel - EV-UIC60-1200-1:18,5;n;1;Öst;B5;Ja;146;49+ 784;49+ 816;2014-11-25
412;JN;Spårväxel - EV-UIC60-1200-1:18,5;u1;4;Öst;B5;Ja;149;49+ 618;49+ 651;2014-11-25
412;JN;Spårväxel - EVR-UIC60-2500-1:27,5;n1;1;Öst;B5;Ja;147;49+ 589;49+ 637;2014-11-25
412;JN;Spårväxel - EV-UIC60-1200-1:18,5;u1;4;Öst;B5;Ja;141;49+ 382;49+ 414;2014-11-25
412;JN;Spårväxel - EV-UIC60-300-1:9;;k1;Öst;B5;Ja;137;48+ 389;48+ 406;2014-11-25
412;JN;Spårväxel - EV-UIC60-760-1:15;n1;1;Öst;B5;Ja;135;48+ 345;48+ 370;2014-11-25
412;JN;Spårväxel - EV-UIC60-760-1:15;n1;1;Öst;B5;Ja;132;48+ 316;48+ 342;2014-11-25
908;HM;Spårväxel - SPK-SJ50-1:4,44;;414a-b;Syd;B2;Ja;sk 2;533+ 408;533+ 408;2012-08-31
412;JN;Spårväxel - EV-UIC60-760-1:15;u1;4;Öst;B5;Ja;134;48+ 303;48+ 332;2014-11-25
412;JN;Spårväxel - EV-UIC60-300-1:9;;5;Öst;B5;Ja;130;48+ 255;48+ 272;2014-11-25
412;JN;Spårväxel - EV-UIC60-300-1:9;u1;4;Öst;B5;Ja;119;47+ 384;47+ 401;2014-11-25
412;JN;Spårväxel - EV-UIC60-760-1:15;n1;1;Öst;B5;Ja;106;45+  76;45+ 101;2014-11-25
412;JN;Spårväxel - EV-UIC60-760-1:15;u1;4;Öst;B5;Ja;108;45+  47;45+  76;2014-11-25
412;JN;Spårväxel - EV-UIC60-760-1:15;u1;4;Öst;B5;Ja;103;44+ 816;44+ 841;2014-11-25
412;JN;Spårväxel - EV-UIC60-760-1:15;n1;1;Öst;B5;Ja;101;44+ 815;44+ 840;2014-11-25
414;SP;Spårväxel - EVR-UIC60-760-1:14;n;3;Öst;B4;Ja;133b;96+ 391;96+ 418;2014-12-01
414;SP;Spårväxel - EV-UIC60-760-1:14;n;3;Öst;B4;Ja;103a;95+ 566;95+ 593;2014-12-01
908;HM;Spårväxel - EV-SJ50-11-1:9 kryss;;21;Syd;B3;Ja;412b;533+ 388;533+ 399;2014-05-16
414;NSJ;Spårväxel - EV-UIC60-760-1:15;u;2;Öst;B4;Ja;131b;93+ 234;93+ 259;2014-12-01
414;NSJ;Spårväxel - EV-UIC60-760-1:15;n;1;Öst;B4;Ja;131a;93+ 142;93+ 167;2014-12-01
414;NSJ;Spårväxel - EV-UIC60-760-1:15;n;1;Öst;B4;Ja;101b;93+  87;93+ 116;2014-12-01
414;NSJ;Spårväxel - EV-UIC60-760-1:15;u;2;Öst;B4;Ja;101a;93+  24;93+  49;2014-12-01
414;SH;Spårväxel - EV-SJ50-12-1:15;n;1;Öst;B4;Ja;131b;85+  58;85+  76;2014-12-01
414;SH;Spårväxel - EV-SJ50-12-1:15;u;2;Öst;B4;Ja;131a;84+ 925;84+ 943;2014-12-01
414;SH;Spårväxel - EV-SJ50-11-1:9;u;2;Öst;B4;Ja;133b;84+ 885;84+ 903;2014-12-01
414;SH;Spårväxel - EV-SJ50-12-1:15;u;2;Öst;B4;Ja;132b;84+ 862;84+ 880;2014-12-01
414;SH;Spårväxel - EV-SJ50-12-1:15;;132a-b;Öst;B4;Ja;132a;84+ 801;84+ 827;2014-12-01
908;HM;Spårväxel - EV-SJ50-11-1:9 kryss;;23;Syd;B2;Ja;414a;533+ 385;533+ 402;2012-08-31
908;HM;Spårväxel - EV-SJ50-11-1:9;;27;Syd;B2;Ja;121;533+ 385;533+ 396;2012-08-31
908;HM;Spårväxel - DKV-SJ50-7,641/9,375-1:9;;22;Syd;B2;Ja;417/410;533+ 370;533+ 388;2012-08-31
908;HM;Spårväxel - 3V-SJ50-5,9-1:9/1:9-HV/VH;;27;Syd;B2;Ja;113/423;533+ 367;533+ 385;2012-08-31
414;SH;Spårväxel - EV-SJ50-12-1:15;u;2;Öst;B4;Ja;103a;84+ 100;84+ 119;2014-12-01
414;B;Spårväxel - EV-SJ50-12-1:15;u;2;Öst;B4;Ja;131b;75+ 213;75+ 232;2014-12-01
414;B;Spårväxel - EV-SJ50-12-1:15;n;1;Öst;B4;Ja;131a;75+ 127;75+ 146;2014-12-01
908;HM;Spårväxel - EV-SJ50-11-1:9;;26;Syd;B1;Ja;415;533+ 353;533+ 371;2012-08-31
414;B;Spårväxel - EV-SJ50-12-1:15;n;1;Öst;B4;Ja;101b;75+ 109;75+ 127;2014-12-01
414;B;Spårväxel - EV-SJ50-12-1:15;u;2;Öst;B4;Ja;101a;75+  23;75+  42;2014-12-01
414;KOE;Spårväxel - EV-UIC60-1200-1:18,5;n;2;Öst;B4;Ja;212;72+  93;72+ 125;2014-12-01
414;KOE;Spårväxel - EV-UIC60-1200-1:18,5;n;2;Öst;B4;Ja;201;71+  64;71+  96;2014-12-01
414;GN;Spårväxel - EV-UIC60-760-1:15;u;4;Öst;B4;Ja;132;66+ 258;66+ 283;2014-12-01
414;GN;Spårväxel - EV-UIC60-760-1:15;n;3;Öst;B4;Ja;133;66+ 165;66+ 191;2014-12-01
414;GN;Spårväxel - EVR-UIC60-760-1:15;n;3;Öst;B4;Ja;136;65+ 956;65+ 981;2014-12-01
414;GN;Spårväxel - EV-UIC60-760-1:15;n;3;Öst;B4;Ja;103;65+  44;65+  69;2014-12-01
414;GN;Spårväxel - EV-UIC60-760-1:15;n;3;Öst;B4;Ja;102;64+ 751;64+ 780;2014-12-01
908;HM;Spårväxel - SPK-SJ50-1:4,44;;412a-b;Syd;B2;Ja;sk 1;533+ 349;533+ 349;2012-08-31
414;GN;Spårväxel - EV-UIC60-760-1:15;u;4;Öst;B4;Ja;101;64+ 684;64+ 709;2014-12-01
908;HM;Spårväxel - EV-SJ50-5,9-1:9;;319;Syd;B1;Ja;8;533+ 347;533+ 364;2012-08-27
908;HM;Spårväxel - EV-SJ50-5,9-1:9;;319;Syd;B1;Ja;8;533+ 347;533+ 364;2012-08-27
414;MÖ;Spårväxel - EV-SJ50-12-1:15;u;2;Öst;B4;Ja;131b;58+ 855;58+ 874;2014-12-01
414;MÖ;Spårväxel - EV-SJ50-12-1:15;n;1;Öst;B4;Ja;131a;58+ 763;58+ 782;2014-12-01
414;MÖ;Spårväxel - EV-UIC60-760-1:15;n;1;Öst;B4;Ja;101b;58+ 219;58+ 245;2014-12-01
414;MÖ;Spårväxel - EV-UIC60-760-1:15;u;2;Öst;B4;Ja;101a;58+  92;58+ 117;2014-12-01
414;SPN;Spårväxel - EV-UIC60-760-1:15;;131-132;Öst;B4;Ja;132;125+ 959;125+ 988;2014-12-02
414;SPN;Spårväxel - EV-UIC60-760-1:15;u;2;Öst;B4;Ja;131;125+ 920;125+ 949;2014-12-02
414;SPN;Spårväxel - EV-UIC60-760-1:15;u;2;Öst;B4;Ja;102;125+ 860;125+ 885;2014-12-02
908;HM;Spårväxel - EV-SJ50-11-1:9 kryss;;22;Syd;B2;Ja;412a;533+ 347;533+ 365;2012-08-31
414;SPN;Spårväxel - EV-UIC60-760-1:15;n;1;Öst;B4;Ja;101;125+ 767;125+ 792;2014-12-02
414;SDE;Spårväxel - EV-UIC60-760-1:15;u;1;Öst;B4;Ja;131b;119+ 646;119+ 674;2014-12-02
908;HM;Spårväxel - EV-SJ50-11-1:9 kryss;;409-417;Syd;B3;Ja;409;533+ 347;533+ 365;2014-05-16
908;HM;Spårväxel - EV-SJ50-11-1:9;;22;Syd;B1;Ja;146;533+ 307;533+ 324;2012-08-31
414;SDE;Spårväxel - EV-UIC60-760-1:15;n;2;Öst;B4;Ja;131a;119+ 581;119+ 606;2014-12-02
908;HM;Spårväxel - EV-SJ50-11-1:9;;105-146;Syd;B1;Ja;105;533+ 278;533+ 295;2012-08-31
414;SDE;Spårväxel - EV-UIC60-300-1:9;n;2;Öst;B4;Ja;102a;118+ 751;118+ 768;2014-12-02
908;HM;Spårväxel - EV-SJ50-11-1:9;;21;Syd;B3;Ja;408;533+ 204;533+ 222;2014-05-16
908;HM;Spårväxel - EV-SJ50-11-1:9;;22;Syd;B1;Ja;103;533+ 189;533+ 207;2012-08-31
414;SDE;Spårväxel - EV-UIC60-760-1:15;n;2;Öst;B4;Ja;101b;118+ 723;118+ 748;2014-12-02
908;HM;Spårväxel - EV-SJ50-11-1:9;;337;Syd;B1;Ja;101;533+  99;533+ 116;2012-08-31
414;SDE;Spårväxel - EV-UIC60-760-1:15;u;1;Öst;B4;Ja;101a;118+ 628;118+ 653;2014-12-02
908;HM;Spårväxel - EV-SJ43-5,9-1:9;;337;Syd;B1;Ja;100;533+   2;533+  19;2012-08-31
813;SY;Spårväxel - EV-UIC60-1200-1:18,5;u;2;Syd;B5;Ja;101;388+ 956;388+ 988;2014-09-05
813;AHM;Spårväxel - EV-UIC60-1200-1:18,5;u;2;Syd;B5;Ja;132b;378+ 699;378+ 731;2014-09-05
414;FLE;Spårväxel - EV-SJ50-12-1:15;n;1;Öst;B4;Ja;131b;111+ 419;111+ 437;2014-12-02
813;AHM;Spårväxel - EV-UIC60-300-1:9;n;1;Syd;B5;Ja;182b;378+ 695;378+ 712;2014-09-05
813;AHM;Spårväxel - EV-SJ50-11-1:9;;bvstick;Syd;B5;Ja;182a;378+ 629;378+ 641;2014-09-05
414;FLE;Spårväxel - EV-SJ50-12-1:15;u;2;Öst;B4;Ja;131a;111+ 330;111+ 349;2014-12-01
813;AHM;Spårväxel - EV-UIC60-1200-1:18,5;n;1;Syd;B5;Ja;132a;378+ 615;378+ 648;2014-09-05
813;AHM;Spårväxel - EV-UIC60-1200-1:18,5;;101a-b;Syd;B5;Ja;101b;378+ 498;378+ 531;2014-09-05
813;AHM;Spårväxel - EV-UIC60-1200-1:18,5;u;2;Syd;B5;Ja;101a;378+ 446;378+ 479;2014-09-05
813;UTP;Spårväxel - EV-UIC60-1200-1:18,5;n;1;Syd;B5;Ja;132b;369+ 561;369+ 594;2014-09-05
813;UTP;Spårväxel - EV-UIC60-1200-1:18,5;u;2;Syd;B5;Ja;132a;369+ 444;369+ 476;2014-09-05
813;UTP;Spårväxel - EV-UIC60-1200-1:18,5;u;2;Syd;B5;Ja;101b;369+ 411;369+ 444;2014-09-05
414;FLE;Spårväxel - EV-SJ50-11-1:9;u;2;Öst;B4;Ja;133b;111+ 300;111+ 311;2014-12-01
813;UTP;Spårväxel - EV-UIC60-1200-1:18,5;n;1;Syd;B5;Ja;101a;369+ 296;369+ 328;2014-09-05
813;GT;Spårväxel - EV-UIC60-1200-1:18,5;u;3;Syd;B5;Ja;132;361+  53;361+  86;2014-09-05
414;FLE;Spårväxel - EV-UIC60-760-1:15;u;2;Öst;B4;Ja;103a;110+ 204;110+ 230;2014-12-01
813;GT;Spårväxel - EV-UIC60-1200-1:18,5;n;2;Syd;B5;Ja;131;360+ 942;360+ 975;2014-09-05
813;GT;Spårväxel - EV-UIC60-760-1:15;n;2;Syd;B5;Ja;136;360+ 897;360+ 922;2014-09-05
414;FLE;Spårväxel - EV-UIC60-760-1:15;u;2;Öst;B4;Ja;101b;110+ 127;110+ 152;2014-12-01
414;FLE;Spårväxel - EV-UIC60-760-1:15;n;1;Öst;B4;Ja;101a;110+  34;110+  59;2014-12-01
813;GT;Spårväxel - EV-SJ50-11-1:9;;1;Syd;B5;Ja;135;360+ 826;360+ 838;2014-09-05
813;GT;Spårväxel - EV-SJ50-11-1:9;;1;Syd;B5;Ja;106;360+  52;360+  63;2014-09-05
813;GT;Spårväxel - EV-UIC60-760-1:15;n;2;Syd;B5;Ja;105;359+ 965;359+ 991;2014-09-05
414;SKV;Spårväxel - EV-SJ50-12-1:15;u;4;Öst;B4;Ja;132b;103+ 559;103+ 586;2014-12-01
813;GT;Spårväxel - EV-UIC60-1200-1:18,5;n;2;Syd;B5;Ja;102;359+ 818;359+ 850;2014-09-05
813;GT;Spårväxel - EV-UIC60-1200-1:18,5;u;3;Syd;B5;Ja;101;359+ 698;359+ 730;2014-09-05
932;KL;Spårväxel - EV-UIC60-300-1:9;e;1;Syd;B4;Ja;21;40+ 732;40+ 748;2014-08-27
932;FIN;Spårväxel - EV-UIC60-760-1:15;e;1;Syd;B4;Ja;21;4+ 794;4+ 820;2014-08-27
932;HYL;Spårväxel - EV-UIC60-300-1:9;e;3;Syd;B4;Ja;22;32+ 314;32+ 331;2014-08-27
414;SKV;Spårväxel - EV-SJ50-12-1:15;;132a-b;Öst;B4;Ja;132a;103+ 486;103+ 512;2014-12-01
932;HYL;Spårväxel - EV-UIC60-300-1:9;e;3;Syd;B4;Ja;21;31+ 562;31+ 578;2014-08-27
932;LIA;Spårväxel - EV-SJ50-11-1:9;e;;Syd;B4;Ja;1a;27+  21;27+  33;2014-08-27
932;PT;Spårväxel - EV-UIC60-760-1:15;e;1;Syd;B4;Ja;22b;25+  41;25+  66;2014-08-27
909;HM;Spårväxel - EV-BV50-225/190-1:9;;1a;Syd;B3;Ja;547;535+  17;535+  34;2014-08-26
909;HM;Spårväxel - DKV-SJ50-7,641/9,375-1:9;;7a;Syd;B2;Ja;539/538;534+ 891;534+ 909;2012-08-29
909;HM;Spårväxel - EV-SJ50-11-1:9;;8;Syd;B2;Ja;536;534+ 860;534+ 871;2012-08-29
909;HM;Spårväxel - EV-SJ50-11-1:9;;1a;Syd;B3;Ja;528;534+ 854;534+ 866;2014-08-26
414;SKV;Spårväxel - EV-SJ50-11-1:9;n;3;Öst;B4;Ja;134b;103+ 425;103+ 436;2014-12-01
909;HM;Spårväxel - EV-SJ50-11-1:9;;7a;Syd;B2;Ja;518;534+ 651;534+ 662;2012-08-29
909;HM;Spårväxel - EV-SJ50-11-1:9;;6b;Syd;B2;Ja;517;534+ 597;534+ 609;2014-08-26
909;HM;Spårväxel - EV-SJ50-11-1:9;;6b;Syd;B2;Ja;520;534+ 585;534+ 597;2012-08-29
909;HM;Spårväxel - EV-SJ50-11-1:12;n;3a;Syd;B3;Ja;512;534+ 577;534+ 587;2014-08-26
909;HM;Spårväxel - EV-SJ50-12-1:12;u;4a;Syd;B3;Ja;514;534+ 568;534+ 587;2014-08-26
909;HM;Spårväxel - EV-SJ50-11-1:9;;1b;Syd;B3;Ja;511;534+ 553;534+ 565;2014-08-26
909;HM;Spårväxel - EV-SJ50-11-1:9;;7b;Syd;B2;Ja;519;534+ 536;534+ 548;2012-08-29
909;HM;Spårväxel - EV-SJ50-11-1:9;n;3b;Syd;B3;Ja;476;534+ 383;534+ 394;2014-08-26
909;HM;Spårväxel - EV-SJ43-11-1:9;;9;Syd;B2;Ja;535a;534+ 379;534+ 391;2012-08-29
909;HM;Spårväxel - EV-SJ50-11-1:9;;2;Syd;B3;Ja;475;534+ 333;534+ 344;2014-08-26
414;SKV;Spårväxel - EV-UIC60-300-1:9;n;3;Öst;B4;Ja;103a;102+ 487;102+ 503;2014-12-01
909;HM;Spårväxel - EV-SJ50-12-1:15;;8b;Syd;B2;Ja;497;534+ 302;534+ 328;2012-08-23
909;HM;Spårväxel - EV-SJ50-11-1:9;;1b;Syd;B3;Ja;472;534+ 291;534+ 309;2014-08-26
909;HM;Spårväxel - EV-SJ50-11-1:9 kryss;;473-474;Syd;B3;Ja;474;534+ 291;534+ 309;2014-08-26
909;HM;Spårväxel - SPK-SJ50-1:4,44;;471-472;Syd;B3;Ja;sk 4;534+ 289;534+ 289;2014-08-26
909;HM;Spårväxel - DKV-S54-190-1:9;;498-495;Syd;B2;Ja;495/494;534+ 265;534+ 283;2012-08-23
909;HM;Spårväxel - EV-BV50-225/190-1:9 kryss;;469-471;Syd;B3;Ja;471;534+ 256;534+ 268;2014-08-26
414;SKV;Spårväxel - EV-UIC60-1200-1:18,5;n;3;Öst;B4;Ja;101b;102+ 448;102+ 480;2014-12-01
909;HM;Spårväxel - EV-SJ50-11-1:9 kryss;;498-495;Syd;B2;Ja;498;534+ 254;534+ 265;2014-08-26
909;HM;Spårväxel - DKV-SJ50-7,641/9,375-1:9;;6b;Syd;B2;Ja;493/492;534+ 214;534+ 232;2012-08-23
909;HM;Spårväxel - SPK-SJ50-1:4,44;;331;Syd;B1;Ja;sk 6;534+ 211;534+ 211;2012-08-23
909;HM;Spårväxel - DKV-S54-190-1:9;;20;Syd;B3;Ja;467/466;534+ 179;534+ 196;2014-08-26
909;HM;Spårväxel - DKV-SJ50-7,641/9,375-1:9;;300;Syd;B2;Ja;500/499;534+ 165;534+ 182;2013-09-17
909;HM;Spårväxel - EV-BV50-225/190-1:9;;335;Syd;B2;Ja;489;534+ 162;534+ 173;2013-09-17
909;HM;Spårväxel - DKV-S54-190-1:9;u;20;Syd;B3;Ja;463/462;534+ 138;534+ 156;2014-08-26
909;HM;Spårväxel - EV-SJ43-5,9-1:9;;300;Syd;B1;Ja;20;534+ 124;534+ 142;2012-08-23
909;HM;Spårväxel - DKV-S54-190-1:9;;21;Syd;B3;Ja;465/460;534+ 121;534+ 138;2014-08-26
909;HM;Spårväxel - EV-SJ50-11-1:9;;24;Syd;B2;Ja;442;534+   2;534+  14;2012-08-24
414;SKV;Spårväxel - EV-UIC60-1200-1:18,5;u;4;Öst;B4;Ja;101a;102+ 332;102+ 364;2014-12-01
909;HM;Spårväxel - EV-SJ43-5,9-1:9;;334;Syd;B1;Ja;451;533+ 952;533+ 964;2012-08-24
909;HM;Spårväxel - EV-SJ43-5,9-1:9;;302;Syd;B1;Ja;85;533+ 891;533+ 909;2012-08-24
909;HM;Spårväxel - EV-SJ41-4,5-1:9;;303;Syd;B1;Ja;81;533+ 851;533+ 862;2012-08-24
909;HM;Spårväxel - EV-SJ50-11-1:9;;333;Syd;B1;Ja;112;533+ 832;533+ 849;2012-08-24
909;HM;Spårväxel - EV-SJ41-5,9-1:9;;334;Syd;B1;Ja;79;533+ 822;533+ 834;2012-08-24
909;HM;Spårväxel - EV-SJ50-11-1:9;;;Syd;B1;Ja;120;533+ 820;533+ 832;2012-08-24
909;HM;Spårväxel - EV-SJ50-11-1:9;;311;Syd;B1;Ja;122;533+ 791;533+ 803;2012-08-24
909;HM;Spårväxel - EV-SJ50-5,9-1:9;;305;Syd;B1;Ja;77;533+ 779;533+ 791;2012-08-24
416;PÅ;Spårväxel - EV-SJ50-12-1:15;u;1;Öst;B4;Ja;22b;186+ 345;186+ 363;2014-11-07
416;PÅ;Spårväxel - EV-SJ50-12-1:15;n;2;Öst;B4;Ja;22a;186+ 262;186+ 280;2014-11-07
416;PÅ;Spårväxel - EV-SJ50-11-1:9;n;2;Öst;B4;Ja;36b;186+ 220;186+ 237;2014-11-06
416;PÅ;Spårväxel - EV-SJ50-12-1:15;n;2;Öst;B4;Ja;21b;185+ 380;185+ 398;2014-11-06
416;PÅ;Spårväxel - EV-SJ50-12-1:15;u;1;Öst;B4;Ja;21a;185+ 294;185+ 312;2014-11-06
416;KM;Spårväxel - EV-SJ50-12-1:15;u;1;Öst;B4;Ja;22b;174+ 947;174+ 965;2014-11-06
416;KM;Spårväxel - EV-SJ50-12-1:15;n;2;Öst;B4;Ja;22a;174+ 842;174+ 860;2014-11-06
416;KM;Spårväxel - EV-SJ50-11-1:9;n;2;Öst;B4;Ja;36b;174+ 822;174+ 834;2014-11-06
416;KM;Spårväxel - EV-SJ50-12-1:15;n;2;Öst;B4;Ja;21b;174+ 223;174+ 249;2014-11-06
416;KM;Spårväxel - EV-SJ50-12-1:15;u;1;Öst;B4;Ja;21a;174+ 179;174+ 205;2014-11-06
416;HGÖ;Spårväxel - EV-SJ50-11-1:9;n;2;Öst;B4;Ja;35a;163+ 634;163+ 645;2014-11-06
416;HGÖ;Spårväxel - EV-SJ50-12-1:15;n;2;Öst;B4;Ja;22b;163+ 605;163+ 624;2014-11-06
416;HGÖ;Spårväxel - EV-SJ50-12-1:15;u;3;Öst;B4;Ja;22a;163+ 519;163+ 537;2014-11-06
416;HGÖ;Spårväxel - EV-SJ50-12-1:15;u;3;Öst;B4;Ja;21b;163+ 490;163+ 509;2014-11-06
416;HGÖ;Spårväxel - EV-SJ50-12-1:15;n;2;Öst;B4;Ja;21a;163+ 405;163+ 423;2014-11-06
416;VR;Spårväxel - EV-SJ50-12-1:15;u;1;Öst;B4;Ja;22b;155+ 182;155+ 201;2014-11-06
416;VR;Spårväxel - EV-SJ50-12-1:15;n;2;Öst;B4;Ja;22a;155+  95;155+ 113;2014-11-06
416;VR;Spårväxel - EV-SJ50-12-1:15;n;2;Öst;B4;Ja;32b;154+ 986;155+   0;2014-11-06
416;VR;Spårväxel - EV-SJ50-12-1:15;n;2;Öst;B4;Ja;31a;154+  94;154+ 112;2014-11-05
416;VR;Spårväxel - EV-SJ50-12-1:15;n;2;Öst;B4;Ja;21b;154+  52;154+  70;2014-11-05
416;VR;Spårväxel - EV-SJ50-12-1:15;u;1;Öst;B4;Ja;21a;153+ 966;153+ 984;2014-11-06
416;BT;Spårväxel - EV-SJ50-12-1:15;;22a-22b;Öst;B4;Ja;22b;142+ 407;142+ 433;2014-11-06
416;BT;Spårväxel - EV-SJ50-12-1:15;n;2;Öst;B4;Ja;22a;142+ 366;142+ 392;2014-11-06
416;BT;Spårväxel - EV-SJ50-11-1:9;n;2;Öst;B4;Ja;36b;142+ 326;142+ 337;2014-11-06
909;HM;Spårväxel - 3V-SJ50-5,9-1:10/1:9-HH/VV;;313;Syd;B1;Ja;206/204;533+ 774;533+ 774;2012-08-24
416;BT;Spårväxel - EV-SJ50-12-1:15;n;2;Öst;B4;Ja;21b;142+ 258;142+ 285;2014-11-06
416;BT;Spårväxel - EV-SJ50-12-1:15;u;3;Öst;B4;Ja;21a;142+ 199;142+ 217;2014-11-06
417;HRBG;Spårväxel - EV-SJ50-12-1:15;e;104;Öst;B2;Ja;580;4+ 613;4+ 632;2012-11-01
417;HRBG;Spårväxel - EV-SJ50-12-1:15;e;105;Öst;B2;Ja;503;3+ 318;3+ 337;2012-11-01
417;HRBG;Spårväxel - EV-SJ50-12-1:15;e;105;Öst;B2;Ja;501;3+ 176;3+ 194;2012-11-01
417;HRBG;Spårväxel - EV-SJ50-11-1:9;e;105;Öst;B2;Ja;319;1+  45;1+  57;2012-11-01
418;SÖÖ;Spårväxel - EV-UIC60-760-1:15;u;6;Öst;B5;Ja;134;40+ 218;40+ 243;2014-12-07
418;SÖÖ;Spårväxel - EV-UIC60-760-1:15;;133-134;Öst;B5;Ja;133;40+ 150;40+ 179;2014-12-07
909;HM;Spårväxel - EV-SJ41-5,9-1:9;;311;Syd;B1;Ja;128;533+ 762;533+ 774;2012-08-28
418;SÖÖ;Spårväxel - EV-UIC60-300-1:9;n;7;Öst;B5;Ja;135;40+  82;40+  99;2014-12-07
418;SÖÖ;Spårväxel - EV-UIC60-760-1:15;n;7;Öst;B5;Ja;132;40+  18;40+  43;2014-12-07
418;SÖÖ;Spårväxel - EV-UIC60-760-1:15;u;6;Öst;B5;Ja;131;39+ 925;39+ 950;2014-12-07
418;SÖÖ;Spårväxel - EV-UIC60-760-1:15;u;6;Öst;B5;Ja;114;37+ 886;37+ 912;2014-12-07
418;SÖÖ;Spårväxel - EV-UIC60-760-1:15;n;7;Öst;B5;Ja;112;37+ 886;37+ 911;2014-12-07
418;SÖÖ;Spårväxel - EV-UIC60-300-1:9;n;7;Öst;B5;Ja;118;37+ 823;37+ 840;2014-12-07
418;SÖÖ;Spårväxel - EV-UIC60-300-1:9;u;6;Öst;B5;Ja;117;37+ 767;37+ 783;2014-12-07
418;SÖÖ;Spårväxel - EV-UIC60-300-1:9;u;6;Öst;B5;Ja;116;37+ 740;37+ 757;2014-12-07
418;SÖÖ;Spårväxel - EV-UIC60-300-1:9;;115-116;Öst;B5;Ja;115;37+ 699;37+ 716;2014-12-07
